slug,path,method_name,test_method,exception_info
Chart_4,/222043010/omniapr/defects4j/Chart_4_buggy/tests/org/jfree/chart/junit/ScatterPlotTests.java,testDrawWithNullInfo,"    public void testDrawWithNullInfo() {

        boolean success = false;

        try {
            BufferedImage image = new BufferedImage(200 , 100,
                    BufferedImage.TYPE_INT_RGB);
            Graphics2D g2 = image.createGraphics();
            this.chart.draw(g2, new Rectangle2D.Double(0, 0, 200, 100), null,
                    null);
            g2.dispose();
            success = true;
        }
        catch (Exception e) {
          success = false;
          e.printStackTrace();
        }

        assertTrue(success);

    }",java.lang.NullPointerException
Chart_4,/222043010/omniapr/defects4j/Chart_4_buggy/tests/org/jfree/chart/junit/ScatterPlotTests.java,testSetSeriesToolTipGenerator,"    public void testSetSeriesToolTipGenerator() {
        XYPlot plot = (XYPlot) this.chart.getPlot();
        XYItemRenderer renderer = plot.getRenderer();
        StandardXYToolTipGenerator tt = new StandardXYToolTipGenerator();
        renderer.setSeriesToolTipGenerator(0, tt);
        XYToolTipGenerator tt2 = renderer.getToolTipGenerator(0, 0, false);
        assertTrue(tt2 == tt);
    }",java.lang.NullPointerException
Chart_4,/222043010/omniapr/defects4j/Chart_4_buggy/tests/org/jfree/chart/junit/ScatterPlotTests.java,testReplaceDataset,"    public void testReplaceDataset() {

        // create a dataset...
        XYSeries series1 = new XYSeries(""Series 1"");
        series1.add(10.0, 10.0);
        series1.add(20.0, 20.0);
        series1.add(30.0, 30.0);
        XYDataset dataset = new XYSeriesCollection(series1);

        LocalListener l = new LocalListener();
        this.chart.addChangeListener(l);
        XYPlot plot = (XYPlot) this.chart.getPlot();
        plot.setDataset(dataset);
        assertEquals(true, l.flag);
        ValueAxis axis = plot.getRangeAxis();
        Range range = axis.getRange();
        assertTrue(""Expecting the lower bound of the range to be around 10: ""
                   + range.getLowerBound(), range.getLowerBound() <= 10);
        assertTrue(""Expecting the upper bound of the range to be around 30: ""
                   + range.getUpperBound(), range.getUpperBound() >= 30);

    }",java.lang.NullPointerException
Chart_4,/222043010/omniapr/defects4j/Chart_4_buggy/tests/org/jfree/chart/junit/TimeSeriesChartTests.java,testDrawWithNullInfo,"    public void testDrawWithNullInfo() {

        boolean success = false;
        try {
            BufferedImage image = new BufferedImage(200 , 100,
                    BufferedImage.TYPE_INT_RGB);
            Graphics2D g2 = image.createGraphics();
            this.chart.draw(g2, new Rectangle2D.Double(0, 0, 200, 100), null,
                    null);
            g2.dispose();
            success = true;
        }
        catch (Exception e) {
          success = false;
          e.printStackTrace();
        }
        assertTrue(success);

    }",java.lang.NullPointerException
Chart_4,/222043010/omniapr/defects4j/Chart_4_buggy/tests/org/jfree/chart/junit/TimeSeriesChartTests.java,testSetSeriesToolTipGenerator,"    public void testSetSeriesToolTipGenerator() {
        XYPlot plot = (XYPlot) this.chart.getPlot();
        XYItemRenderer renderer = plot.getRenderer();
        StandardXYToolTipGenerator tt = new StandardXYToolTipGenerator();
        renderer.setSeriesToolTipGenerator(0, tt);
        XYToolTipGenerator tt2 = renderer.getToolTipGenerator(0, 0, false);
        assertTrue(tt2 == tt);
    }",java.lang.NullPointerException
Chart_4,/222043010/omniapr/defects4j/Chart_4_buggy/tests/org/jfree/chart/junit/TimeSeriesChartTests.java,testReplaceDataset,"    public void testReplaceDataset() {

        // create a dataset...
        XYSeries series1 = new XYSeries(""Series 1"");
        series1.add(10.0, 10.0);
        series1.add(20.0, 20.0);
        series1.add(30.0, 30.0);
        XYDataset dataset = new XYSeriesCollection(series1);

        LocalListener l = new LocalListener();
        this.chart.addChangeListener(l);
        XYPlot plot = (XYPlot) this.chart.getPlot();
        plot.setDataset(dataset);
        assertEquals(true, l.flag);
        ValueAxis axis = plot.getRangeAxis();
        Range range = axis.getRange();
        assertTrue(""Expecting the lower bound of the range to be around 10: ""
                   + range.getLowerBound(), range.getLowerBound() <= 10);
        assertTrue(""Expecting the upper bound of the range to be around 30: ""
                   + range.getUpperBound(), range.getUpperBound() >= 30);

    }",java.lang.NullPointerException
Chart_4,/222043010/omniapr/defects4j/Chart_4_buggy/tests/org/jfree/chart/junit/XYAreaChartTests.java,testDrawWithNullInfo,"    public void testDrawWithNullInfo() {

        boolean success = false;
        try {
            BufferedImage image = new BufferedImage(200 , 100,
                    BufferedImage.TYPE_INT_RGB);
            Graphics2D g2 = image.createGraphics();
            this.chart.draw(g2, new Rectangle2D.Double(0, 0, 200, 100), null,
                    null);
            g2.dispose();
            success = true;
        }
        catch (Exception e) {
          success = false;
          e.printStackTrace();
        }
        assertTrue(success);

    }",java.lang.NullPointerException
Chart_4,/222043010/omniapr/defects4j/Chart_4_buggy/tests/org/jfree/chart/junit/XYAreaChartTests.java,testSetSeriesToolTipGenerator,"    public void testSetSeriesToolTipGenerator() {
        XYPlot plot = (XYPlot) this.chart.getPlot();
        XYItemRenderer renderer = plot.getRenderer();
        StandardXYToolTipGenerator tt = new StandardXYToolTipGenerator();
        renderer.setSeriesToolTipGenerator(0, tt);
        XYToolTipGenerator tt2 = renderer.getToolTipGenerator(0, 0,
                false);
        assertTrue(tt2 == tt);
    }",java.lang.NullPointerException
Chart_4,/222043010/omniapr/defects4j/Chart_4_buggy/tests/org/jfree/chart/junit/XYAreaChartTests.java,testReplaceDataset,"    public void testReplaceDataset() {

        // create a dataset...
        XYSeries series1 = new XYSeries(""Series 1"");
        series1.add(10.0, 10.0);
        series1.add(20.0, 20.0);
        series1.add(30.0, 30.0);
        XYDataset dataset = new XYSeriesCollection(series1);

        LocalListener l = new LocalListener();
        this.chart.addChangeListener(l);
        XYPlot plot = (XYPlot) this.chart.getPlot();
        plot.setDataset(dataset);
        assertEquals(true, l.flag);
        ValueAxis axis = plot.getRangeAxis();
        Range range = axis.getRange();
        assertTrue(""Expecting the lower bound of the range to be around 10: ""
                   + range.getLowerBound(), range.getLowerBound() <= 10);
        assertTrue(""Expecting the upper bound of the range to be around 30: ""
                   + range.getUpperBound(), range.getUpperBound() >= 30);

    }",java.lang.NullPointerException
Chart_4,/222043010/omniapr/defects4j/Chart_4_buggy/tests/org/jfree/chart/junit/XYStepAreaChartTests.java,testDrawWithNullInfo,"    public void testDrawWithNullInfo() {

        boolean success = false;
        try {
            BufferedImage image = new BufferedImage(200 , 100,
                    BufferedImage.TYPE_INT_RGB);
            Graphics2D g2 = image.createGraphics();
            this.chart.draw(g2, new Rectangle2D.Double(0, 0, 200, 100), null,
                    null);
            g2.dispose();
            success = true;
        }
        catch (Exception e) {
          success = false;
          e.printStackTrace();
        }
        assertTrue(success);

    }",java.lang.NullPointerException
Chart_4,/222043010/omniapr/defects4j/Chart_4_buggy/tests/org/jfree/chart/junit/XYStepAreaChartTests.java,testSetSeriesToolTipGenerator,"    public void testSetSeriesToolTipGenerator() {
        XYPlot plot = (XYPlot) this.chart.getPlot();
        XYItemRenderer renderer = plot.getRenderer();
        StandardXYToolTipGenerator tt = new StandardXYToolTipGenerator();
        renderer.setSeriesToolTipGenerator(0, tt);
        XYToolTipGenerator tt2 = renderer.getToolTipGenerator(0, 0, false);
        assertTrue(tt2 == tt);
    }",java.lang.NullPointerException
Chart_4,/222043010/omniapr/defects4j/Chart_4_buggy/tests/org/jfree/chart/junit/XYStepAreaChartTests.java,testReplaceDataset,"    public void testReplaceDataset() {

        // create a dataset...
        XYSeries series1 = new XYSeries(""Series 1"");
        series1.add(10.0, 10.0);
        series1.add(20.0, 20.0);
        series1.add(30.0, 30.0);
        XYDataset dataset = new XYSeriesCollection(series1);

        LocalListener l = new LocalListener();
        this.chart.addChangeListener(l);
        XYPlot plot = (XYPlot) this.chart.getPlot();
        plot.setDataset(dataset);
        assertEquals(true, l.flag);
        ValueAxis axis = plot.getRangeAxis();
        Range range = axis.getRange();
        assertTrue(""Expecting the lower bound of the range to be around 10: ""
                   + range.getLowerBound(), range.getLowerBound() <= 10);
        assertTrue(""Expecting the upper bound of the range to be around 30: ""
                   + range.getUpperBound(), range.getUpperBound() >= 30);

    }",java.lang.NullPointerException
Chart_4,/222043010/omniapr/defects4j/Chart_4_buggy/tests/org/jfree/chart/junit/XYStepChartTests.java,testDrawWithNullInfo,"    public void testDrawWithNullInfo() {

        boolean success = false;
        try {
            BufferedImage image = new BufferedImage(200 , 100,
                    BufferedImage.TYPE_INT_RGB);
            Graphics2D g2 = image.createGraphics();
            this.chart.draw(g2, new Rectangle2D.Double(0, 0, 200, 100), null,
                    null);
            g2.dispose();
            success = true;
        }
        catch (Exception e) {
          success = false;
          e.printStackTrace();
        }
        assertTrue(success);

    }",java.lang.NullPointerException
Chart_4,/222043010/omniapr/defects4j/Chart_4_buggy/tests/org/jfree/chart/junit/XYStepChartTests.java,testSetSeriesToolTipGenerator,"    public void testSetSeriesToolTipGenerator() {
        XYPlot plot = (XYPlot) this.chart.getPlot();
        XYItemRenderer renderer = plot.getRenderer();
        StandardXYToolTipGenerator tt = new StandardXYToolTipGenerator();
        renderer.setSeriesToolTipGenerator(0, tt);
        XYToolTipGenerator tt2 = renderer.getToolTipGenerator(0, 0, false);
        assertTrue(tt2 == tt);
    }",java.lang.NullPointerException
Chart_4,/222043010/omniapr/defects4j/Chart_4_buggy/tests/org/jfree/chart/junit/XYStepChartTests.java,testReplaceDataset,"    public void testReplaceDataset() {

        // create a dataset...
        XYSeries series1 = new XYSeries(""Series 1"");
        series1.add(10.0, 10.0);
        series1.add(20.0, 20.0);
        series1.add(30.0, 30.0);
        XYDataset dataset = new XYSeriesCollection(series1);

        LocalListener l = new LocalListener();
        this.chart.addChangeListener(l);
        XYPlot plot = (XYPlot) this.chart.getPlot();
        plot.setDataset(dataset);
        assertEquals(true, l.flag);
        ValueAxis axis = plot.getRangeAxis();
        Range range = axis.getRange();
        assertTrue(""Expecting the lower bound of the range to be around 10: ""
                   + range.getLowerBound(), range.getLowerBound() <= 10);
        assertTrue(""Expecting the upper bound of the range to be around 30: ""
                   + range.getUpperBound(), range.getUpperBound() >= 30);

    }",java.lang.NullPointerException
Chart_4,/222043010/omniapr/defects4j/Chart_4_buggy/tests/org/jfree/chart/plot/junit/XYPlotTests.java,testDrawRangeGridlines,"    public void testDrawRangeGridlines() {
        DefaultXYDataset dataset = new DefaultXYDataset();
        JFreeChart chart = ChartFactory.createXYLineChart(""Title"", ""X"", ""Y"",
                dataset, PlotOrientation.VERTICAL, true, false, false);
        XYPlot plot = (XYPlot) chart.getPlot();
        plot.setRenderer(null);
        boolean success = false;
        try {
            BufferedImage image = new BufferedImage(200 , 100,
                    BufferedImage.TYPE_INT_RGB);
            Graphics2D g2 = image.createGraphics();
            chart.draw(g2, new Rectangle2D.Double(0, 0, 200, 100), null, null);
            g2.dispose();
            success = true;
        }
        catch (Exception e) {
            e.printStackTrace();
            success = false;
        }
        assertTrue(success);
    }",java.lang.NullPointerException
Chart_5,/222043010/omniapr/defects4j/Chart_5_buggy/tests/org/jfree/data/xy/junit/XYSeriesTests.java,testBug1955483,"    public void testBug1955483() {
        XYSeries series = new XYSeries(""Series"", true, true);
        series.addOrUpdate(1.0, 1.0);
        series.addOrUpdate(1.0, 2.0);
        assertEquals(new Double(1.0), series.getY(0));
        assertEquals(new Double(2.0), series.getY(1));
        assertEquals(2, series.getItemCount());
    }","java.lang.IndexOutOfBoundsException: Index: -1, Size: 1"
Chart_6,/222043010/omniapr/defects4j/Chart_6_buggy/tests/org/jfree/chart/util/junit/ShapeListTests.java,testSerialization,"    public void testSerialization() {

        ShapeList l1 = new ShapeList();
        l1.setShape(0, new Rectangle(1, 2, 3, 4));
        l1.setShape(1, new Line2D.Double(1.0, 2.0, 3.0, 4.0));
        l1.setShape(2, null);

        ShapeList l2 = null;

        try {
            ByteArrayOutputStream buffer = new ByteArrayOutputStream();
            ObjectOutput out = new ObjectOutputStream(buffer);
            out.writeObject(l1);
            out.close();

            ObjectInput in = new ObjectInputStream(new ByteArrayInputStream(
            		buffer.toByteArray()));
            l2 = (ShapeList) in.readObject();
            in.close();
        }
        catch (Exception e) {
            e.printStackTrace();
        }
        assertEquals(l1, l2);

    }",junit.framework.AssertionFailedError: expected:<org.jfree.chart.util.ShapeList@aac24dc9> but was:<org.jfree.chart.util.ShapeList@e4584f91>
Chart_6,/222043010/omniapr/defects4j/Chart_6_buggy/tests/org/jfree/chart/util/junit/ShapeListTests.java,testEquals,"    public void testEquals() {
        ShapeList l1 = new ShapeList();
        l1.setShape(0, new Rectangle(1, 2, 3, 4));
        l1.setShape(1, new Line2D.Double(1.0, 2.0, 3.0, 4.0));
        l1.setShape(2, null);

        ShapeList l2 = new ShapeList();
        l2.setShape(0, new Rectangle(1, 2, 3, 4));
        l2.setShape(1, new Line2D.Double(1.0, 2.0, 3.0, 4.0));
        l2.setShape(2, null);

        assertTrue(l1.equals(l2));
        assertTrue(l2.equals(l2));
    }",junit.framework.AssertionFailedError: expected:<org.jfree.chart.util.ShapeList@aac24dc9> but was:<org.jfree.chart.util.ShapeList@e4584f91>
Chart_7,/222043010/omniapr/defects4j/Chart_7_buggy/tests/org/jfree/data/time/junit/TimePeriodValuesTests.java,testGetMaxMiddleIndex,"    public void testGetMaxMiddleIndex() {
        TimePeriodValues s = new TimePeriodValues(""Test"");
        assertEquals(-1, s.getMaxMiddleIndex());
        s.add(new SimpleTimePeriod(100L, 200L), 1.0);
        assertEquals(0, s.getMaxMiddleIndex());
        s.add(new SimpleTimePeriod(300L, 400L), 2.0);
        assertEquals(1, s.getMaxMiddleIndex());
        s.add(new SimpleTimePeriod(0L, 50L), 3.0);
        assertEquals(1, s.getMaxMiddleIndex());
        s.add(new SimpleTimePeriod(150L, 200L), 4.0);
        assertEquals(1, s.getMaxMiddleIndex());
    }",junit.framework.AssertionFailedError: expected:<1> but was:<3>
Chart_8,/222043010/omniapr/defects4j/Chart_8_buggy/tests/org/jfree/data/time/junit/WeekTests.java,testConstructor,"    public void testConstructor() {
        Locale savedLocale = Locale.getDefault();
        TimeZone savedZone = TimeZone.getDefault();
        Locale.setDefault(new Locale(""da"", ""DK""));
        TimeZone.setDefault(TimeZone.getTimeZone(""Europe/Copenhagen""));
        GregorianCalendar cal = (GregorianCalendar) Calendar.getInstance(
                TimeZone.getDefault(), Locale.getDefault());

        // first day of week is monday
        assertEquals(Calendar.MONDAY, cal.getFirstDayOfWeek());
        cal.set(2007, Calendar.AUGUST, 26, 1, 0, 0);
        cal.set(Calendar.MILLISECOND, 0);
        Date t = cal.getTime();
        Week w = new Week(t, TimeZone.getTimeZone(""Europe/Copenhagen""));
        assertEquals(34, w.getWeek());

        Locale.setDefault(Locale.US);
        TimeZone.setDefault(TimeZone.getTimeZone(""US/Detroit""));
        cal = (GregorianCalendar) Calendar.getInstance(TimeZone.getDefault());
        // first day of week is Sunday
        assertEquals(Calendar.SUNDAY, cal.getFirstDayOfWeek());
        cal.set(2007, Calendar.AUGUST, 26, 1, 0, 0);
        cal.set(Calendar.MILLISECOND, 0);

        t = cal.getTime();
        w = new Week(t, TimeZone.getTimeZone(""Europe/Copenhagen""));
        assertEquals(35, w.getWeek());
        w = new Week(t, TimeZone.getTimeZone(""Europe/Copenhagen""),
                new Locale(""da"", ""DK""));
        assertEquals(34, w.getWeek());

        Locale.setDefault(savedLocale);
        TimeZone.setDefault(savedZone);
    }",junit.framework.AssertionFailedError: expected:<35> but was:<34>
Chart_9,/222043010/omniapr/defects4j/Chart_9_buggy/tests/org/jfree/data/time/junit/TimeSeriesTests.java,testBug1864222,"    public void testBug1864222() {
        TimeSeries s = new TimeSeries(""S"");
        s.add(new Day(19, 8, 2005), 1);
        s.add(new Day(31, 1, 2006), 1);
        boolean pass = true;
        try {
            s.createCopy(new Day(1, 12, 2005), new Day(18, 1, 2006));
        }
        catch (CloneNotSupportedException e) {
            pass = false;
        }
        assertTrue(pass);
    }",java.lang.IllegalArgumentException: Requires start <= end.
Chart_10,/222043010/omniapr/defects4j/Chart_10_buggy/tests/org/jfree/chart/imagemap/junit/StandardToolTipTagFragmentGeneratorTests.java,testGenerateURLFragment,"    public void testGenerateURLFragment() {
        StandardToolTipTagFragmentGenerator g
                = new StandardToolTipTagFragmentGenerator();
        assertEquals("" title=\""abc\"" alt=\""\"""",
                g.generateToolTipFragment(""abc""));
        assertEquals("" title=\""Series &quot;A&quot;, 100.0\"" alt=\""\"""",
                g.generateToolTipFragment(""Series \""A\"", 100.0""));
    }","junit.framework.ComparisonFailure: expected:< title=""Series [&quot;A&quot;], 100.0"" alt=""""> but was:< title=""Series [""A""], 100.0"" alt="""">"
